text,rating,Review_Length
"I put tickets to a show in the wallet for a Christmas present for my husband.  Unfortunately, looking at the picture, I did not realize it was so flat and did not have a snap or some kind of closure.  I will probably need to get a roomier one for him.",3,251
"I thought it would have been a little more solid, it feels cheap not great",3,74
You need a larger size then you would Originally wear. Fits tight in chest and armpit area.,3,91
"cute jacket but really small. Also, this is a light cotton jacket but not a heavier denim one.",3,94
"I think the glasses are adorable, they seem to be great quality. The cases and cleaning cloth are very nice. Sadly they are what I would think of as kid sized, but more baby sized.",3,180
I'm getting a lot of compliments on it!,3,39
"Comfy, but see through!!!",3,25
Buen material pero muy pequeña,3,30
Surprise look closely it is one of six different sizes each.. I thought there would be a set of earrings in there of the same size but there wasn’t so look closely the product itself seems to be fine for the price,3,213
First watch had all its dials broken off. It was quickly replaced with a working watch. Nice watch thought.,3,107
"I wore this dress one time and it was nice, however, when I went to wear it a second time the zipper broke.",3,107
"Nice size and weight. Shiny gold, not matte.<br />Perfect for every day.",3,72
"This is my second time ordering these. I loved the first pair so much- I wore them out! The second pair was not the same material, they seemed a faded black and were not as breathable or flexible. I was pretty disappointed.. the only good thing about these are the length.",3,272
Not true to size. Fit a size B,3,30
The strap cracked a few days after I had it.  Wore it twice,3,59
Colors are not as pictured. They are more muted. Definitely disappointed. I wanted a nice spring colors,3,103
This did not fit my vision grill as well as I would have liked it to.  It is a little loose and moves around if I let it.  It would be better if it were more adjustable and the gripping fixtures were adjustable.,3,211
These are nice,3,14
The bottoms fit true to size. But the top is way too small. For references I'm a 34C and I was spilling out of the medium.,3,122
"I purchased the same item over a year ago and this time the sizing is off. It is too small - I can wear them, but they are tight. Disappointed.",3,143
This is a good looking hat and is well made.  It's just a bit big for my head and comes down around my ears a bit. Seems like a man-sized hat.,3,142
The size small is very large.  Was huge on our 4 year old and unusable.  Looks like it would fit a 6-8 year old. Not appropriate for toddlers so too bad they don’t have smaller sizes.,3,183
I could not see the writing on the clasp,3,40
I thought this would be much bigger. It is more of a small purse than a bag.,3,76
"Seeing as it's a compression tee, I ordered one size up, but that still wasn't enough.  Maybe it's your style, but I don't want a shirt that looks like it was painted on me.  2 sizes up would probably work nicely.",3,213
IT WAS GOOD,3,11
Fabric and color nice. Right length on my 51 frame. Tight around stomach will need shape wear.,3,94
Very cute 😚☺,3,12
Loved this dress. My students loved it!!! Light and comfortable for the constant moving of a kindergarten teacher.,3,114
Too small to fit anything.,3,26
too wide around the armpits,3,27
"Too many charms, too tight.",3,27
Pros: It doesn't feel fake and it's super soft. It was package well too.<br />Cons: The net is VISIBLE which is kind of a bummer. And yes the curls gets tangled very easily.,3,173
Hard to put on they need instructions,3,37
"This outfit is very cute, soft and comfortable. But it runs a little big. So I had to return it",3,95
It’s a faux wrap dress. It goes over your head and then comes with a tie to wrap around you to look like a wrap dress. Overall it didn’t work for me and looked horrible on,3,171
It fits good just tht I can't raise my arms. It tightens under the arms and back when I do tht.<br />I'm slightly muscular so tht may also be a reason for tht.  I think these shirts and sizes are for small slim guys. Not fat or tht of a muscular build.,3,252
Socks are so soft,3,17
Love the look and style but hated the material and returned the dress.,3,70
These are really silky and smooth.  I had a problem that they were so smooth that they just fell off.  Nothing to grip to your body with.  I hated them and returned them.  So glad they are not in my life anymore,3,211
To hard to get on and off,3,25
"Tried it on, and liked them. Put them in the wash and one of the ties is already trashed!  The metal aglet came off and the tie started to unravel. Disappointed.",3,161
Comfortable but thin material.,3,30
The blouse is pretty cute but the size was S and it fits like it was M or L,3,75
One was a size too small and the other one was bigger than what I ordered.,3,74
Button keeps popping off. Had to use gorilla glue to wear them again.,3,69
"I usually like and XL in a Jacket, but this was way to big. Shoulder and body of jacket was to large but length was fine. Love the appearance, color . Would definitely size down.",3,178
"Necklace is cheap......you get what you pay for!!! On the up side,theCharm is cute!",3,83
One of the straps broke the first time I put it on.,3,51
its a bit snug,3,14
"Okay, but would be better without the pink trim on the outside rim.",3,67
"Comfortable and soft, fit a little big.",3,39
"Gift, small",3,11
"The color was definitely OFF on this in the Pink. It was closer to a lavender, so we had to return it, unfortunately. Easy return. The quality was good, but don't choose the pink and expect a normal pink.",3,204
The top is really cute and the adjustability is great to create different styles. The bottoms are quite a bit smaller than I had anticipated and low cut. I will likely pair the top with a swim skirt,3,198
My set had 2 different designs.  One like in the photo and the other just a soft light blue with no dark blue lines.,3,116
I didn’t know it had no buttons. Would of liked to button up,3,60
The material is nice and the color is lovely too  but it’s too small. I bought 4-5T for my 3+Yr old. The shirt is fine but the pants are really small. She’s going to outgrow it even before she turns 4,3,200
This legging is about 2 inches too short. It fits good but after a few months threading came out.,3,97
Not a fan of the fit. It's boxy.,3,32
The silver part of it breaks off after sometime. I've had it for a few months now and luck for me it broke while i was at work or i would have lost my keys,3,155
They were too small for my 9 year olds face,3,43
Very cute style. Shimmery fabric is super cute and kind of thick. Has stretch but not too stretchy. Straps not adjustable. I wear a medium and this felt too tight. Fit in the chest area well but wouldn’t be good for a long torso. I will probably reorder in a large. The belt is very flattering.,3,294
Cool looking mask. It’s good for aesthetics but not for the pandemic. I have a really big face and this thing could cover my eyes and my chin at the same time.,3,159
Beautiful and soft but for their size very small.  Plus no paperwork came with them so returning was not an option.  I gave them to a local shelter.,3,148
"Great idea but way to small , not much of a give to fabric , I have small feet 6 1/2 with a bit of meat on them and just barely fit .. fabric needs more stretch",3,160
Cute frames but they were to big for my face 🤷🏻‍♀️,3,50
"Las piezas son muy bonitas, el acabado está excelente, pero lo pedí en 25mm y las que enviaron son de 30mm.",3,107
Love them but got smaller over time/washes,3,42
"The scarf is rather thin, and the filter holder started to unthread after a weeks use. It would frequently fold over and push the carbon filter out.",3,148
Received 20% off.  Just want everyone know this defective before buying.,3,72
I am 32 B and bought a medium.  It was a little tight.  The cotton is alright but not super soft.  They work well under work out shirts but I wouldn't wear them alone.,3,167
"The material is too see through, I have to wear a tank top underneath the light color topped one, the black top isn't as bad but I still have to be careful of what I have on underneath.",3,185
"The dress was cute but didn’t really look like the photos, the color was a lot different and so was the style, it was more loose fitting",3,136
"These are beyond comfortable and fit will!! I am 5'9"" got them in medium and they fit high on waist (yay!) and still reach my ankles. Im leaving 3 stars because I bought them in tie dye and they're not nearly as bright as what is pictured which is disappointing.",3,262
To small to put on Pandora charms?,3,34
My Girlfriend likes the style and the color of it. it goes with almost all the tops she owns. She looks really cuts in it,3,121
It fits okay.,3,13
i don’t like the itchy waistband Stichting. Otherwise this dress is perfect. There this thing that is super annoying: that use a fish line texture threading to sow in the tag. Super hard to get off and annoying.,3,211
like the lights- more for a child- very small and tight,3,55
"I love the dress, but the material is very thin and almost see through. You will need to wear something underneath this dress. Fits as expected though.",3,151
"I'm 5'6"" and the dress hit just below mid-calf which isn't flattering for most women. It's only for the price but I'm not in love with it.",3,138
I like everything except the two t-shirts,3,41
cute shoe but runs small and really narrow overall in shape.,3,60
"I'm 5'2&#34; about 118 lb. Bought small.<br />Little bit bulky in the weist area, how you can see it on the picture.<br />It has very strange fabric. I have the same one on my rain jacket.<br />I would return it, but it sat in my drawer for a long time",3,252
Unfortunately I bought this for a friend's birthday gift. I loved the design. But the shirt does not fit right in the chest area. I recommend layering if you wear it outside your house.,3,185
The photo more or less justify the design. However the seam on two legs are right front in the middle and you can always feel it. The material is  thin and soft and very comfortable but the seam connection right at front and yon can not ignore that sticky feeling.,3,264
"I went by the products sizing...I got a M... it fit in the chest and shoulders fine but too tight thru the waist and hips..I returned...but I loved the fabric and the style. I would definitely size up....So, I did and then.... IT WAS TOO LARGE, fit like an XL on me!",3,266
It was cute. I bought this for my boyfriend for xmas. But its a bit snug on his head.,3,85
The dress was supposed to be an XL but turned out to be more of a medium.  Crosses around my waist but not around my bust.,3,122
Dress has an odd fit. I ordered a small (5’2 135 lbs) and it was lose and tight in all of the wrong places.,3,107
"These are very very short and don't really stay in place. They basically are ""booty shorts"". They work but not particularly comfortable.",3,136
It was good<br />But the material was not good as expected,3,58
"Warmers look nice, however, I ordered coffee and grey, but received burgundy and grey.",3,86
Chinese sizing. A 3x is an xL,3,29
It fits okay and has an adjustable pull cord on the back to hold it snug on your head. The big Drake Branding emblem on the forehead needs to go.,3,145
this is a very shiny piece. It is also very light (hollow). Its worth the price but not meant for long term use,3,111
"Nice hat, but delivery took a month",3,35
"They are super cute and my daughter was so excited to get them. I thought I might have ordered wrong...but when the size 11 came for the second time, I knew it was that they didn’t send the right size (twice). So be warned....I don’t think they come in size 9 toddler!",3,268
"Nice pants but when you wash them multiple times, you realize they aren't good quality.",3,87
I love the look on the picture but the white part of the design only came up 2 inches from the bottom hem.  If it came up higher from the hem and the arms as the picture...I would have kept ir.  Wouldn't mind it if the manufacturer could try again mor like the picture.,3,269
The product looks good but better if it had rubber at both end to hold up. The black ones I tried on kept rolling up the thigh,3,126
Fits as expected. Snug fit. Soft. Durability doesn’t look promising. Not great for pressing heat transfer vinyl. Good shape. Would recommend for a cheap plain shirt for simple outfits.,3,184
The tie string broke the first time putting it on.,3,50
Nice enough but not as nice as another puma sweats I bought,3,59
The dress was a bit large for me. I am a 38DD and the top was big. I have never had this issue. Ended up returning. Originally bought for a Gala at work.,3,153
it will do,3,10
Wish I would have gotten a size down. Not really high impact for big breast. It’s comfy but if you are looking for high impact size down one. Also wish the straps were adjustable they are a little loose.,3,203
The band is very nice but the white gold is a little more tan in color. Nice option for something a little more dressy. What I didn’t like was how The magnetic end came all the way around to the other side of the watch face. I have a small wrist but didn’t see any options for a smaller band. :(,3,295
So not fit an average sized 9 year old.  These are huge,3,55
I bought this to take pictures of my son for a pregnancy announcement and they turned out super cute. It’s been washed only a couple of times and the graphic is peeling off a bit. I got my use out of it though!,3,210
"well, on the first trip one of the seams broke on one bag, and on the other a zipper.",3,85
"I liked the fabric and shine, but the size run small. I'm a US size 12, I ordered a size large and I couldn't get my leggings over my thighs. If I were to reorder I'd order a size XX.",3,183
It would be better if the brim was wider to protect your face and ears from the sun better. A lighter fabric would be cooler as well.,3,133
"These sunglasses fit great, they look nice, but the picture is a bit misleading. They're not as reflective as they look in the picture, you can still see your eyes behind the lenses",3,181
I ordered the size I usually buy.  They are too small.  Since they stretch a lot I went ahead and tried wearing a pair.  Too small.  Very disappointed.  Wish I could return them.  I would take them in size that fits.  They are soft.,3,232
Legs too short and tight.  Design is cute though,3,48
"Item arrived on time and in good condition, I only wish the length was longer, however it's still a great symbol to have.",3,121
"Very cute, but after wearing for 1 day the seam is coming apart on one, perhaps just a defective shoe. But they were reasonably priced shoes that at least worked for Easter. They are crib shoes, not meant for walking babies.",3,224
"The jacket fits okay, I just was unsatisfied with the material it was made with, but other than that it is all good. It was worth the price.",3,140
Strap was twisted and way to short for me. Returned it with no trouble.,3,71
"I have ordered another size and will be returning the original.  Loved the colors and print...but, it does not fit as expected.",3,127
I really would love to keep these but the sleeves are short and idk if they’ll shrink.,3,86
Felt very flimsy and light...couldn't tell if they would last for a while. I returned them being a Prime member.  These are truly very cheaply made glasses.,3,156
Pretty sure it says it's unisex but it is big on my head and the brim is really long. More for a man. Nice that it is waterproof and folds up nearly but rubs the top of my ears when I wear it.,3,192
Really loved the earrings. It looks better than the picture however it broke  only the second time I wore it.,3,109
Love coat but too tight ( large was very big on me) there was also whole in left pocket! I have Michael kor jacket very similar cut large fits me perfectly. ? How this could be??,3,178
Fabric was heavier than I expected and the sizing was too big. I ordered both the blue and red one and the red arrived with a small stain on it. I didn't open the packages until sometime later or I would have considered returning them.,3,235
"Nice and warm.  With the other reviews I got two sizes larger and it fits great.  The downside is that the coat only closes with snap buttons.  With alot of movement (shoveling, etc) the buttons frequently pop open.",3,215
The shirts are somehow both too small and too loose. I bought size medium and they were the length of a small but the fit of a large. Decent material but not what I was expecting. These would probably work well for someone with broad shoulders and a short torso.,3,262
Easy to unpack and put together,3,31
Good for a couple of wears. Don't expect this to be quality because it looks and feels very cheap.,3,98
"We liked it in the picture, but once on, it looked liked a dress a pilgrim would wear with the collar. We couldnt find the reciept, otherwise we would return it. We'll have to find someone to alter it to our likes.",3,214
I'm a medium and got one and it was tighter than I would have liked.,3,68
Fell apart quickly where the ribber soles are stitched.,3,55
it's a cute suit! Fits as expected. the bottoms were a little higher on my hips than expected but the suit is cute.,3,115
I followed the sellers recommendations for size/fit and they were too small. Cute shoe though.,3,94
Very pretty piece. The only issue I have it that the gold coated chipped from the post of the piece when I was cleaning it before inserting. Hopefully it won't peel any further but other than that I like the piece...very flattering.,3,232
"The watch was so pretty, however broke on me after a couple of months.  Was so disappointed",3,91
This outfit is adorable but man it is soooo thin! I guess you get what you pay for it was also so cheap. Perfect for summer I guess.,3,132
"I rated three stars as it fit somewhat small and the skirt was a odd, stiff fabric. I did the like the look , it was just hard to put on as it was a tad small.",3,159
like the feel of the fabric and dress.  The flowers were a bit too much for me but still got compliments.  thanks.,3,114
"Overall, I am not impressed. The stones look fake. The presentation and card that it arrived on looked cheap. It is stamped as being silver, but the coating is odd- not really yellow or rose gold, somewhere in the middle.<br />I would not pay $70 for this.",3,256
"It is billed as one-size-fits-all, but it doesn't.<br /><br />It is too large and lacks the elastic to fit snugly.",3,114
I was able to use a hat strecher and it now fits very nicely. Nice hat.,3,71
"Still cute, just a little too thin",3,34
Runs big. Try to downsize at least one size,3,43
"Pros- easy to adjust, fold and waterproof. Color doesn't fade.<br />cons- band gets caught on sleeves, magnetic power is low not recommended while running.",3,155
Cute shirt butbway too big!  I’ll have to send it back,3,54
This was a comfortable bra but slightly smaller than another by this company. This style just wasn't right for me since the underwire and/or fabric rubbed under my breasts. I kept the bra but I don't think I'll buy another.,3,223
runs very small but pretty,3,26
"Great size, but busted seams after 4 months of use when traveling 1-2 times/month",3,81
"Did not expect it to be a fitted hat, but it works.",3,51
I love the style of this dress. It fits the upper body very well.  PROBLEM. The flare of the dress is down to my ankles making the dress 2 feet too long.  Plus the  stretchy nylon thread is coming loose in the front.  Very disappointed.,3,236
2x NOT super large as I'd hoped.  Blue/black has black neckline edging unlike photo.  Will keep as fabric is nice - just won't wear as big vest type overshirt.,3,159
I loved these devil horns! I bought them for my Devil Halloween costume and I was very happy with the fit and material. They are durable but a bit flimsy. Wish the material was shinier and that there were hair clips to hold into my hair better. This would have been a plus for me.,3,280
Was this supposed to be just one piece or two?...I just got the sweat shirt.,3,76
It’s fitted on my 15 month old. Definitely needs more accurate sizing.,3,70
"Chain broke, but my daughter loves the charm.",3,45
"The pendant is  pretty but just a bit big.  The chain is pretty too, but the nickel in it really reacts to my skin and it stinks.  Can't  use the chain.  Nevertheless, with St Patrick's Day coming, I'm glad I got it.",3,216
"Okay, nothing special.  I tried 38 c (one of the highest sizes available) which ended up being loose for someone who is normally a D size. Style wasn't anything great but a good price for what I got.",3,199
"I’ve only been wearing this for a few months and somehow this piece in the clasp has popped out and been totally rusted around the edges.<br /><br />It does rub against my wrist and chafe if I wear it too long, but it has a good hold through intense workouts.",3,259
Cute pieces but a few have already broke so not happy about that,3,64
It will work. The leather is very thin but good for the price.,3,62
"if you have a killer shape which I don't you might like it, I should have read better. I thought it was cotton and would  hang on my body. instead it hugs every part of your body. I wear in house away from others eyes, and try not pass a mirror,lol.",3,249
I thought it would be higher quality since it's the most expensive rubber ring.  It came scuffed.  It's OK I suppose but in hindsight I would have purchased the less expensive versions with multiple rings which had high reviews.  Nothing special about this Kauai ring.,3,268
"Just opened box, can see border stitching is coming off of belt, with thread/material peeling.  Doesn’t appear to be used, so build quality comes into question.  When I open a box I’d at least want it to look like.  Other than the issues I described functionality wise...it’ll hold your pants up.",3,296
Honestly isn’t the safest option. I used it as my first binder but after awhile it started to get holes and the material would fray and pieces would go into my skin and I would have to dig them out almost like a black head. You really get what you pay for with binders so try gc2b or underworks even.,3,300
Tried a medium and large...the chest part it just too big. You need boob tap but then you can't get the top down. Cute if you can make it work but i was not able to.,3,165
The dress is really cute.  The girls liked it.  But first time worn the skirt tore at the waist.  She is not a rough and tumble girl.<br /> Just fragile material.  It tore while she was taking it off.,3,200
The quality of the belt for the price was a good value.  I did return this belt because it was more narrow than I'm used to wearing.  I am a big man with a 58&#34; waist and when I tried it on i felt like my pant waist was rolling over the top.  I think a big guy needs more width in a belt.,3,291
"Pretty, but overpriced.",3,23
It's a pretty band but the clasp is difficult to open/close.,3,60
"Before I had a chance to use them, the rubber pads on the temples fell off.",3,75
Very pretty but if ur sensitive to fake jewelry be careful you will get an allergic reaction.,3,93
"Bought these in Flesh & Bone and Bionic. Material was a little thinner than expected (thought it would be more workout pant material), but it'll do the job. I'm 5'3&#34; and 143 lbs. and ordered a XS/S which was still a little loose on me, especially around the calf/ankle area.",3,278
"overall, I like it",3,18
They where all cut different,3,28
"Cheaper than I wanted, but i expected that based on the reviews. It was wearable for a few times..",3,98
Way too short on the length athough not exposing my waist I would really like it longer to near hips,3,100
It doesn't look exactly like the pic as mentioned in a previous review.  Also the charcoal filter is useless because you cannot breathe through the filter.  Your breath just goes around the filter but its still a cool mask.,3,223
These leg warmers are okay.  They're well made but they were a bit shorter than what I wanted.,3,94
really cute jacket but was wayyy too small for me. im a size small and ordered a small. Im 5'3 and 125 pounds. the sleeves were wayy too short and i could barely zip the jacket at all. cute to re-gift though or donate to someone else.,3,234
These are better suited for adults.,3,35
"I followed the size chart and this shirt was just too small. I have plenty of rolls and flub, just had baby number 4 a few months ago, but I took that into account when ordering. It was cute, the graphic was printed well, the material was acceptable for the price. Just to darn small!",3,284
Was not as thick as I was expecting.  Very pretty colors though.,3,64
"I like this dress a lot; the reason I didn't give more stars was because the company screwed up the order, and I had to wait 19 days for the correct one to arrive. This is a good buy, if you're not in any particular hurry to get the product.",3,241
"Fits well but the waist is a little too high, for me. Overall a good product.",3,77
They were more pink than red,3,28
Kind of small for my head but they work.,3,40
"Hat is super cute, however it was squished into a ball for shipping. once unfolded you can see all the creases it left in the hat. I'm hoping they will work them selves out before our pictures!",3,193
Was a little bit more snug then I was anticipating based off of the sizing feedback posted. It's nice enough - especially for the price - but the pattern wasn't exactly what I was anticipating.,3,193
The tail was awesome but the matching ears are just glued onto a Bobby pin.,3,75
"The quality of the jumper itself is very nice. However, their sizing chart and customer advice is way off. According to the chart I bought a large and two of me could have fit in it. So be aware they run large.",3,210
"Nice looking, but does not fit my wrist.  Only made for small people.",3,69
This was great for one night the straps on the top broke off I can still use it tho and the bottoms are see thru,3,112
Little to small,3,15
Not as nice as the picture but I kept it,3,40
Small was to big on my chest I’m 34C,3,36
Fit was great but faded after 2 washes.,3,39
I wanted to wear this on hot summer days. I had to return this dress because the small was too big.,3,99
I would have returned this item but I passed the deadline. Not a bad pants bottom but the fit just didn't match my style like I hoped for.,3,138
"I wanted to like this dress, but the style was just not flattering on me. I'm 5'2&#34; and it didn't hang right. Maybe if I was taller?? I sent it back and didn't order a smaller size.",3,184
The material and fabric was awesome…. But the length definitely came up short … no pun intended … Lol not a little above the ankles .<br />I’m 5’6,3,146
"The dress is of nice quality and looks cute but the collar part is loose and if you have a big chest the dress might be tight in that area. Also the arms is quite tight. Basically if you have a large chest or big arms, I recommend sizing up by one.",3,248
Cute but the holes on the sleeves are way smaller than on the picture. And its tight around the chest area,3,106
The straps for the leg wraps to attach could be made better. Also could be made a littler thicker. But overall it works for the money,3,133
Loved the color but the fit was really boxy.  The material was very thick too.,3,78
I didn't realize it didn't come with the cheatsheets.,3,53
"It runs small, especially in the arms. It's a great product but you need to size up",3,83
Uncomfortable but that’s to be expected,3,39
watch is very large but is a good-looking watch band is very stiff and quite uncomfortable otherwise not a bad product for the price,3,132
Warm.  Just very hard to get them on,3,36
"Not my favorite bra. I prefer padding (which this doesn't have), and it really wasn't the most comfortable even though the support was decent",3,141
The teal is more blueish turquoise. Definitely not teal!,3,56
"Beautiful, but I returned it because it was too big.",3,52
Neck isn’t as wide as pic. Tight crew. Fits smaller,3,51
There really big,3,16
Odd fit and I didn’t love the wine color.,3,41
"Almost too small, other than that it's a great hat!",3,51
"Fun, easy hat. Bought in black. Very comfortable but faded so quickly and really lost a decent shape after a couple weeks.",3,122
I bought this shirt and it’s definitely more a fitted style. I agree with sizing up. I wore it to a friends and everyone noticed that the pocket was not placed in the correct place and sideways a little. I couldn’t return because I had already washed it and wore it.,3,266
"It was exactly how I wanted to look; however, it broke almost immediately after wearing it a few times.",3,103
I actually loved this one piece. Not sure about the sizing however the large didn’t fit so I ended up gifting it.,3,113
"Sizes run super small my son 5 yrs old  have no room inside the shoe , size 12 was too small compare to is regular shoe wich is 11 or 12 sizes.",3,143
Its alright but not that helpful.,3,33
"Would like to send them back, but I can give to granddaughter.",3,62
"These are functional enough, but a bit hard and so slightly uncomfortable to walk around in.  Good enough for my needs of wearing while I take out the trash, but I wouldn't be so sure about wearing long term.",3,208
Cute shirt but it’s nice and stretchy so the buttons do not stay buttoned.,3,74
"threads coming out of seams, cheap looking, not a premium quality product. However fits and feels allright",3,106
Lighter color than expected and too small in the arms.,3,54
"The support with this is not great, and my right breast slips out a bit often. I'm not a huge fan of the design overall, however it is very soft and I do use it. I'm an F cup, so there aren't a ton of options.",3,209
"The hip is wider than I expected.. The material is not what is shown on the website . I was going to return it because it is not suitable for the purpose i bought it for, but I am keeping it because I can wear it to church.",3,223
"Sticks and holds very well. Just remember, they can only do so much and if you have large breasts you may not get the desired results.",3,134
much longer than I thought,3,26
4t is way too short for a 4 year old. Read the product description before purchase. It does say it's not 100% cotton and it's comfortable but I didn't like the cloth and cant let my daughter wear it.,3,199
way small,3,9
These are well-made gloves and they might be rain resistant but they are not waterproof by any stretch of the imagination,3,121
"This hat would be cute, if it was much smaller.  Not because it fits too big, it's a huge hat!  I looked like a baby in it!",3,123
The quality and material was great and I really wanted to like it. After putting it on it was very itchy and uncomfortable.,3,123
"These REVS are really a fun color.  Sorry to say, they run very narrow.",3,71
"I’ve only had them for about two weeks their cheap, you get what you paid for but there very cute and stylish",3,109
Way more tight than the other brands in men's medium,3,52
"Cute dress that I used through my pregnancy. It didn't wash very well, and showed a lot of where even after a couple washes. Thankfully it was cheap enough that I didn't care, and only used it temporarily during my second and third trimester pregnancy. Cute with leggings!",3,272
Cheap but fun.,3,14
Warm jacket but to wear only at home or around...not for going out because it look cheap enough.,3,96
"The quality is good, but it runs really small in the hips.  An extra large typically fits really well, if not a bit loose, but I couldn’t even button the bottom two buttons!",3,173
One of the shoes came apart and I only had them for about 3 months. They are NOT<br />very strong at all!,3,105
Wasn’t true to size I ordered a 3x and fit like a large,3,55
I found the fit everywhere except the arm holes good.  I found it cut into my armpits at the shoulder blade level.  the top portion cup fit the broadness of the shoulder blades did not.,3,185
"Material is polyester & spandex, a very &#34;limp&#34; fabric. Good for a &#34;cover up&#34; over a bathing suit or such...",3,123
See through at the top,3,22
"They look and feel like $8 sunglasses. Not very comfortable, but not terrible either.",3,85
Pourly made,3,11
They're tight but I guess that's for a reason. It is not soundproof but it does mute the sounds to an acceptable level for a baby. I let my son wear his at the races and they are great for him. But sometimes I feel bad about how tight they are.,3,244
My wife thought they would be thicker.,3,38
No era la tela esperada,3,23
Nice Quality but threads are coming out.,3,40
"I love the color and the cut but I have a long torso, it's too short for my body",3,80
Posts were both on the same antler for each earring...made one look like it was laying funny.,3,93
Didn't fit right,3,16
Do not like material.,3,21
"Bought this to groom my dogs in. Works well, however the button broke off after 2 uses and the loop to hang it up came undone",3,125
"I was really hoping this leotard would be great, but it looks very cheap. The color is great, but the tutu color is off.  I would not say that it’s a good value for the price.",3,175
"Not a true size, fit a bit snug and my breast was overflowing.",3,62
The picture shows a very loose leg. I found it to be narrower than expected. The hips are snug. I weigh 145 size 10-12 and if I had to do it again I would buy an XL. The fabric is on the cheap side. I haven’t washed it yet so I can’t comment on that.,3,250
"Cute shirt, but way too small.  Will not fit once I wash it :(",3,62
It is really cheap looking and nylony!  I am only using this for a fun 1920's party so not too worried.  Would never wear this as actual clothing.,3,146
shirts shrinks after wash,3,25
The dress is OK for the price.,3,30
"my favorite relax shoe, but please store them so that they don't get so crumpled before delivery . it takes a while regain form, mine has not yet.",3,146
"It was easy to attach, but too big for my wrist with no way to adjust it. Looks nice on the watch",3,97
Thin is the best way to describe the material.  But that's what I was expecting.,3,80
A little flimsy. Mine got caught on something and bent and fell off,3,67
"Thought it was more of a cotton material. But it's that stretchie thin stuff that shows every flaw, color was good",3,114
"fabric soft, just smaller than average for a medium",3,51
The zipper seemed to have been disconnected. Haven't even used it yet. Will see if it will travel well.,3,103
My son loves the sweater.,3,25
"Arrived very quickly, they are very comfortable but the fabric tore above and below the back pocket the 2nd time they were worn.",3,128
This jersey was way to small I ordered a 4xl and it at best a 2xl but that being said it is made well and seems rugged I just wish it fit lol!,3,142
"Fabric wrinkles very easily. Ironed and within minutes they were back where the dress draped. Fits slightly snug. I followed the sizing guide to order my size, but the fabric does stretch... the low stars are for the maintenance of the fabric...",3,245
"The earrings and my ear lobes turned green after a short time wearing them. I love them, but am far too allergic to wear them for more than 20 minutes. Don't buy if you have any allergies to jewelry.",3,199
"Pretty itchy, but made it through a night of Halloween adventures.  But was so grateful to get it off at the end of the night.",3,126
Runs extremely small but very cute. Will gift them.,3,51
Pro<br />-warm & comfortable<br /><br />Con<br />-it picks up a TON of lint and can get itchy if you don't take the time to lint roll it,3,136
"Works well to prop collar up but fit isn’t precise as the tips stick out and are visible (had to break the edges off). Could be because I wear predominately spread collars, not sure.",3,182
I really like this shirt but after one washing noticed small whole near hem. Maybe OK if you hand wash this shirt every time and putting in washing machine was not a good idea. It was cheap so...,3,195
fit quite small,3,15
"OK but they pill quickly.  Not smooth enough on skin.  But in a pinch and cold out, I wear them.",3,96
"I was hoping for more of a swing-type top that was flowy around the hips, but this wasn't. I even ordered a size up from my usual size, but the fabric has no stretch and it just bunched near the hips. Cute shirt, but not for me.",3,228
The fit on this shirt is off.,3,29
Wouldn’t order again. Wash them a FEW times before wear. No matter what the baby will have black fuzz between their toes. Also. The writing on the bottom of the foot is weird. Wish it was just dots or something.,3,211
"Good quality for the price. Fingertips are too long for my 3yr olds hands (by approx. 3/4&#34;) but, she loves them.",3,116
"When I tried to put these on my eyeglasses, the clips didn't fit correctly, so I tried to bend one of the clips slightly to get it to fit better.  Unfortunately the clip snapped off, making the sunglasses unusable, so I can't judge how well they would have worked.",3,264
"It's shines very well. But it just looks fake, like it's bought from a 25 cent machine.",3,87
Supposed to be grey but it more purple. But otherwise its fine.,3,63
These shirts run super small group a size or maybe 2 if you dont want snug fit,3,78
Super cute and great material! But I ordered a large and I’m a bit busty and it was a bit tight,3,95
Too tight in my arms. Not much stretch in the material. Otherwise it's okay.,3,76
Can see through in sunlight. Don't wear outside!,3,48
The backpack is cute but the white little bear came right off after using it for the first time,3,95
"Too small, had to return",3,24
I bought them as a Christmas gift for my husband thinking large would fit. They seem to run small so he gave them to our teenaged  grandson. They’ll probably only fit this one season.,3,183
Too tight at the neck,3,21
The product isn't bad they stay lit up but the only problem is you can't pick the color you want and I ended up getting pink ones and i hate the color pink but I guess they work tho.,3,182
Nice gloves but too big for my small hands,3,42
"Fits like a glove and hugs your foot if you have good arches. Very comfortable, I wear all the time not just for showering. Only issue is the nubs on the bottom are wearing fast.",3,178
I’m 5 ft 2 and the leggings fell right above my ankle. I’d prefer they be about an inch longer. 1st time worn they ran in the back and that really sucked because I was so excited for these leggings. They’re not sweat proof but I do like the thickness and color.,3,261
"Runs small. Maybe OK if flat tummy. I have the mommy tummy budge, Normally size 10-12 and it normally hides that, however the 2X doesn't.",3,137
Thinner than I had expected.,3,28
"I ordered one in white and one in gray, both smalls. The white one has significantly shorter sleeves than the gray one which fits perfectly. Inconsistent sizing.",3,161
So far so good,3,14
FIT WAY TO SMALL,3,16
It was too chunky for a size 5 finger. Good price and about average workmanship.,3,80
"Cute, buy one of the clear nose pieces was missing upon receiving it.",3,69
